DATE,VIX,VIX3M,DIX,GEX,SP500_returns
1990-02-15,19.71,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-16,20.78,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-20,22.78,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-21,23.89,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-22,22.54,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-23,23.69,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-26,23.56,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-27,22.69,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-02-28,21.99,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-01,21.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-02,21.34,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-05,22.03,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-06,20.55,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-07,19.1,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-08,19.74,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-09,20.3,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-12,20.07,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-13,21.05,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-14,19.65,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-15,18.81,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-16,17.62,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-19,18.29,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-20,19.06,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-21,20.1,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-22,22.74,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-23,20.46,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-26,19.59,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-27,21.01,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-28,19.77,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-29,18.46,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-03-30,19.73,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-02,22.84,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-03,20.44,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-04,22.03,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-05,21.21,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-06,21.76,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-09,22.3,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-10,21.69,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-11,17.73,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-12,19.8,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-16,20.75,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-17,20.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-18,22.67,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-19,22.46,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-20,23.33,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-23,24.16,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-24,21.7,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-25,20.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-26,20.25,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-27,22.19,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-04-30,19.52,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-01,18.43,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-02,19.32,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-03,17.81,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-04,17.28,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-07,17.65,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-08,18.49,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-09,18.64,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-10,18.59,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-11,19.81,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-14,20.14,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-15,19.49,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-16,17.71,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-17,17.27,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-18,17.2,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-21,16.72,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-22,17.84,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-23,17.18,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-24,17.7,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-25,17.32,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-29,18.75,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-30,17.44,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-05-31,17.37,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-01,17.09,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-04,18.39,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-05,18.97,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-06,17.42,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-07,16.88,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-08,17.58,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-11,16.34,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-12,16.6,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-13,17.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-14,17.4,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-15,15.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-18,17.71,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-19,15.23,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-20,15.27,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-21,14.72,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-22,19.36,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-25,17.06,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-26,16.29,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-27,16.0,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-28,16.18,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-06-29,15.5,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-02,16.26,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-03,16.11,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-05,17.25,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-06,16.41,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-09,16.66,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-10,16.92,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-11,16.68,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-12,17.06,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-13,17.09,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-16,16.75,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-17,16.66,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-18,18.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-19,18.56,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-20,15.63,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-23,23.68,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-24,21.79,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-25,20.19,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-26,20.26,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-27,21.12,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-30,21.16,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-07-31,21.11,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-01,21.64,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-02,20.43,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-03,28.74,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-06,35.91,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-07,32.75,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-08,28.27,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-09,24.39,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-10,25.75,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-13,25.74,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-14,24.18,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-15,23.31,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-16,27.16,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-17,27.53,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-20,26.46,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-21,28.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-22,30.55,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-23,36.47,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-24,33.93,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-27,29.63,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-28,29.12,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-29,27.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-30,29.89,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-08-31,29.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-04,29.58,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-05,28.52,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-06,30.19,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-07,28.73,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-10,29.34,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-11,28.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-12,28.12,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-13,29.33,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-14,30.56,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-17,29.55,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-18,28.82,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-19,27.88,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-20,28.66,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-21,30.04,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-24,30.56,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-25,28.81,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-26,28.19,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-27,28.67,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-09-28,29.11,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-01,28.06,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-02,27.28,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-03,27.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-04,27.51,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-05,27.85,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-08,28.04,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-09,30.71,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-10,31.19,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-11,33.98,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-12,31.94,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-15,31.64,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-16,31.45,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-17,31.37,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-18,29.6,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-19,27.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-22,27.27,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-23,27.57,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-24,28.28,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-25,29.04,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-26,30.75,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-29,31.54,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-30,30.52,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-10-31,30.04,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-01,30.25,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-02,30.03,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-05,29.85,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-06,29.11,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-07,30.87,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-08,30.79,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-09,26.96,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-12,25.6,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-13,24.58,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-14,22.89,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-15,22.57,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-16,21.34,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-19,20.95,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-20,20.09,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-21,21.09,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-23,20.98,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-26,22.76,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-27,22.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-28,22.96,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-29,23.91,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-11-30,22.16,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-03,22.29,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-04,22.03,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-05,20.94,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-06,22.62,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-07,22.59,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-10,23.58,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-11,23.75,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-12,21.28,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-13,23.05,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-14,23.85,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-17,24.85,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-18,23.11,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-19,23.08,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-20,23.13,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-21,22.66,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-24,24.03,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-26,24.18,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-27,24.81,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-28,25.05,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1990-12-31,26.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-02,26.62,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-03,27.93,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-04,27.19,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-07,28.95,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-08,30.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-09,33.3,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-10,31.33,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-11,32.63,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-14,36.2,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-15,36.16,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-16,33.2,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-17,27.45,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-18,25.39,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-21,24.33,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-22,24.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-23,23.92,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-24,22.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-25,22.2,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-28,23.05,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-29,23.17,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-30,21.37,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-01-31,20.91,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-01,21.04,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-04,21.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-05,21.46,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-06,22.68,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-07,23.6,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-08,23.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-11,22.56,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-12,22.26,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-13,20.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-14,21.48,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-15,19.57,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-19,19.84,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-20,22.26,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-21,20.78,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-22,21.01,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-25,22.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-26,20.38,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-27,21.26,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-02-28,21.23,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-04,20.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-05,20.45,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-06,20.55,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-07,21.05,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-08,20.81,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-11,20.88,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-12,18.82,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-13,16.09,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-14,14.94,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-15,14.9,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-18,15.79,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-19,16.11,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-20,16.04,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-21,16.86,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-22,16.49,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-25,16.76,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-26,16.31,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-27,16.55,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-03-28,16.88,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-01,17.42,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-02,17.4,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-03,17.61,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-04,18.01,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-05,17.63,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-08,17.41,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-09,20.12,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-10,19.73,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-11,17.24,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-12,18.45,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-15,16.5,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-16,15.82,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-17,15.47,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-18,16.26,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-19,15.68,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-22,16.78,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-23,17.02,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-24,16.72,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-25,17.15,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-26,17.27,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-29,18.27,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-04-30,18.24,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-05-01,17.77,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-05-02,17.52,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-05-03,17.24,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-05-06,17.92,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
1991-05-07,17.46,26.54,0.3788420991568634,1897312571.486,0.0006056855772305381
